indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,cuenca,caudal,ini_cal,fin_cal,sel,geometry
9021,PUIGCERDA,,1,311,22579,217,1120.0000,2909.0000,81,86,42,9383,17141,905987,4708819,905987,4708819,1.5604,42.2529,1.5559,42.2525,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,905879,4708608,A021,EBRO,1,2008,2016,1,POINT (1.9331775294661764 42.423558501443544)
9023,SEO DE URGEL,,1,1233,22579,215,670.0000,2921.0000,93,93,46,9401,25203,867444,4698760,867444,4698760,1.2739,42.2113,1.2735,42.2109,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION",867336,4698549,A023,EBRO,1,2012,2020,1,POINT (1.4597559778882085 42.352431735234696)
9030,SANTOLEA,INT 2010,0,1002,3892,519,584.0000,1997.0000,63,63,40,9364,44071,722311,4513402,722311,4513402,-0.2202,40.4427,-0.2206,40.4423,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,722202,4513193,A030,EBRO,1,2003,2010,1,POINT (-0.3683969690366961 40.739695709912745)
9033,PERALTA DE ALCOFEA,,1,765,3385,325,310.0000,2077.0000,76,81,28,9615,22124,738512,4644293,738512,4644293,-0.0727,41.5450,-0.0732,41.5446,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,738404,4644083,A033,EBRO,1,2012,2020,1,POINT (-0.1253938670620232 41.91272489381292)
9038,TORREMONTALVO,,1,1090,1100,203,420.0000,2202.0000,73,78,48,9124,26046,526066,4705363,526066,4705363,-2.4058,42.2958,-2.4103,42.2954,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,525959,4705155,A038,EBRO,1,2012,2020,1,POINT (-2.6840755052496856 42.49832104264013)
9040,BOLTAÑA,,1,626,718,211,680.0000,3355.0000,77,77,24,9561,22066,317354,4700803,753305,4703010,0.4646,42.2614,0.4642,42.2610,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,753198,4702800,A040,EBRO,1,2012,2020,1,POINT (0.078274569572817 42.436193423878706)
9041,NAVARRETE DEL RIO,,1,364,465,491,904.0000,1496.0000,77,88,17,9276,44050,646619,4532671,646619,4532671,-1.1531,40.5553,-1.1536,40.5549,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,646510,4532462,A041,EBRO,1,2012,2020,1,POINT (-1.2598130219298909 40.93015940393985)
9044,YANGUAS,,1,223,692,280,940.0000,1792.0000,76,85,56,9158,42218,555320,4661829,555320,4661829,-2.1951,42.0621,-2.1956,42.0617,,555212,4661621,A044,EBRO,1,2006,2014,1,POINT (-2.3322356796693082 42.10473801086613)
9051,ESCALONA,,1,835,9699,211,530.0000,3355.0000,56,56,0,9556,22189,265851,4706992,759055,4707873,0.0905,42.2845,0.0901,42.2841,DATOS DE 2005-09 PENDIENTES DE REVISION. DATOS MODIFICADOS 2009-13 (ANUARIO 13-14),758948,4707662,A051,EBRO,1,2012,2020,1,POINT (0.150272060290167 42.478016448249726)
9061,JAVIERREGAY,,1,348,359,176,630.0000,2668.0000,60,59,33,9175,22902,684393,4716479,684393,4716479,-0.4512,42.3441,-0.4516,42.3437,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,684286,4716269,A061,EBRO,1,2012,2020,1,POINT (-0.7544518754995739 42.57683715306176)
9062,BINIES,,1,161,271,176,650.0000,2366.0000,79,88,45,9177,22076,681570,4725183,681570,4725183,-0.4705,42.3925,-0.4710,42.3921,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,681463,4724973,A062,EBRO,1,2012,2020,1,POINT (-0.7860511050976374 42.65583299032642)
9063,SIGÜES,,1,506,526,175,595.0000,2100.0000,74,85,52,9185,50245,663062,4723515,663062,4723515,-1.0039,42.3846,-1.0044,42.3842,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,662955,4723305,A063,EBRO,1,2012,2020,1,POINT (-1.012197302650514 42.644961502902056)
9064,ASPURZ,,1,396,533,143,547.0000,1656.0000,78,84,48,9202,31181,650754,4730933,650754,4730933,-1.0933,42.4255,-1.0937,42.4251,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,650647,4730723,A064,EBRO,1,2012,2020,1,POINT (-1.1602884115843584 42.71423695288563)
9067,OLAVE,,1,240,270,115,465.0000,1296.0000,76,86,3,9214,31188,613878,4749813,613878,4749813,-1.3619,42.5330,-1.3624,42.5326,,613772,4749604,A067,EBRO,1,2012,2020,1,POINT (-1.606648177177132 42.89056525174457)
9068,ASIAIN,CORRECCIÓN POR POZO SUCIO (DATOS 2013-14),1,782,823,141,390.0000,1494.0000,58,66,0,9226,31193,599223,4742854,599223,4742854,-1.4710,42.4952,-1.4714,42.4948,DATOS MODIFICADOS 2008-09 A 2012-13 (ANUARIO 13-14),599117,4742645,A068,EBRO,1,2012,2020,1,POINT (-1.7873109019273528 42.829954898647145)
9069,ECHAURI,,1,1756,2759,141,376.0000,1491.0000,76,78,40,9227,31085,599073,4738504,599073,4738504,-1.4719,42.4731,-1.4724,42.4727,DATOS MODIFICADOS DE 1980-81 A 2018-19 (ANUARIO 19-20),598966,4738295,A069,EBRO,1,2012,2020,1,POINT (-1.7899217889915446 42.7908097605467)
9070,ERAUL,,1,309,315,140,946.0000,1121.0000,61,57,0,9149,31097,578043,4727237,578043,4727237,-2.0250,42.4134,-2.0255,42.4130,,577936,4727028,A070,EBRO,1,2012,2020,1,POINT (-2.0485732977876556 42.69178726384022)
9071,ESTELLA,,1,943,1461,140,425.0000,1438.0000,80,88,58,9150,31097,579105,4724962,579105,4724962,-2.0205,42.4020,-2.0209,42.4016,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,578998,4724753,A071,EBRO,1,2012,2020,1,POINT (-2.035927183065449 42.67119403239738)
9073,SANGÜESA,,1,275,279,174,393.0000,1517.0000,75,78,49,9205,31216,643344,4712744,643344,4712744,-1.1515,42.3311,-1.1519,42.3307,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,643237,4712534,A073,EBRO,1,2012,2020,1,POINT (-1.2553183353744706 42.551926652248085)
9074,ARCE,,1,1357,1358,172,455.0000,1442.0000,75,84,45,9076,9219,508565,4725201,508565,4725201,-2.5344,42.4043,-2.5349,42.4038,DATOS MODIFICADOS 1996-97 A 2012-13 (ANUARIO 13-14),508458,4724993,A074,EBRO,1,2012,2020,1,POINT (-2.8967699638255406 42.677365844060915)
9075,BERANTEVILLA,CORRECCIÓN POR POZO SUCIO (DATOS 2013-14),1,307,310,137,453.0000,1180.0000,77,85,51,9075,1014,509604,4725577,509604,4725577,-2.5258,42.4055,-2.5303,42.4051,DATOS MODIFICADOS DE 2004-05 A 2018-19 (ANUARIO 19-20),509497,4725369,A075,EBRO,1,2011,2019,1,POINT (-2.884082680991973 42.68073981215372)
9079,URROZ,,1,180,214,142,483.0000,1279.0000,78,88,55,9196,31243,630461,4736765,630461,4736765,-1.2419,42.4618,-1.2424,42.4614,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,630354,4736555,A079,EBRO,1,2012,2020,1,POINT (-1.40666323395718 42.77044871410027)
9087,GRISEN,,1,9694,9718,354,250.0000,1814.0000,51,54,31,9288,50043,651824,4621939,651824,4621939,-1.1028,41.4403,-1.1033,41.4358,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,651716,4621730,A087,EBRO,1,2009,2017,1,POINT (-1.1757156871621666 41.73290751091382)
9088,PITARQUE,,1,279,402,543,990.0000,1997.0000,65,64,41,9363,44183,703113,4500242,703113,4500242,-0.3555,40.3738,-0.3600,40.3734,DATOS MODIFICADOS DE 2013-14 A 2018-19 (ANUARIO 19-20),703004,4500033,,EBRO,1,2001,2009,1,POINT (-0.59982047856277 40.6262042656336)
9089,ZARAGOZA,,1,4008,4009,355,194.0000,3151.0000,26,24,14,9326,50297,679766,4615520,679766,4615520,-0.5026,41.4014,-0.5031,41.4010,DATOS 2006-07  PROVISIONALES. DATOS MODIFICADOS DE 2013-14 A 2018-19 (ANUARIO 19-20),679658,4615311,A089,EBRO,1,1999,2007,1,POINT (-0.8418771436902216 41.66930825106491)
9092,TRESPADERNE,,1,1093,1101,136,540.0000,1707.0000,62,62,2,9036,9394,467261,4739162,467261,4739162,-3.2401,42.4813,-3.2406,42.4809,,467154,4738955,A092,EBRO,1,2012,2020,1,POINT (-3.401692319186043 42.802442623967664)
9093,OÑA,,1,1051,1093,136,570.0000,1176.0000,62,62,17,9026,9238,466222,4731713,466222,4731713,-3.2445,42.4411,-3.2450,42.4407,"LOS DATOS DE 2005-06, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION",466115,4731506,A093,EBRO,1,2012,2020,1,POINT (-3.413951599562602 42.73531746489831)
9095,BARBASTRO,,1,345,372,287,320.0000,1441.0000,72,72,9,9599,22048,759376,4657956,759376,4657956,0.0759,42.0149,0.0754,42.0145,"LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION",759268,4657746,A095,EBRO,1,2012,2020,1,POINT (0.1318497491413521 42.02903011247563)
9120,MENDAVIA,,1,12010,85001,204,325.0000,2262.0000,73,73,52,9143,31165,565478,4696449,565478,4696449,-2.1215,42.2501,-2.1220,42.2457,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,565371,4696240,A120,EBRO,1,2012,2020,1,POINT (-2.2054731321865275 42.4157150454981)
9139,IGEA,,1,326,365,281,540.0000,1709.0000,70,70,47,9237,26080,581895,4658733,581895,4658733,-2.0036,42.0432,-2.0041,42.0428,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,581787,4658524,A139,EBRO,1,2001,2009,1,POINT (-2.0112950262720326 42.074528671336935)
9158,SAN MIGUEL DE PEDROSO,,1,192,1243,201,810.0000,2085.0000,52,52,26,9082,9048,482556,4692903,482556,4692903,-3.1243,42.2315,-3.1248,42.2311,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,482449,4692695,A158,EBRO,1,2012,2020,1,POINT (-3.2132180472329175 42.38634381495766)
9159,HUARTE,,1,178,2759,115,455.0000,1459.0000,56,54,33,9211,31122,384199,4746969,615824,4745566,1.3457,42.5157,1.3453,42.5153,DATOS DE 2007-11 PENDIENTES DE REVISION. DATOS MODIFICADOS 2011-12 A 2012-13 (ANUARIO 13-14),615718,4745357,A159,EBRO,1,2012,2020,1,POINT (-1.5836974584070773 42.852038984112966)
9165,MIRANDA DE EBRO,,1,318,319,137,460.0000,,45,45,16,9056,9219,506002,4726492,506002,4726492,-2.5536,42.4124,-2.5541,42.4120,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,505895,4726284,A165,EBRO,1,2012,2020,1,POINT (-2.9280379773616536 42.68901597115038)
9166,VIRUES,,1,290,306,136,532.0000,1152.0000,44,43,3,9040,9394,470891,4739770,470891,4739770,-3.2122,42.4833,-3.2126,42.4829,,470784,4739563,A166,EBRO,1,2012,2020,1,POINT (-3.3573314004612023 42.808064916619216)
9170,YESA C.E.,INT 2011,0,1471,8521,175,497.0000,,36,36,26,9180,50245,664262,4719626,664262,4719626,-0.5951,42.3639,-0.5956,42.3635,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,664155,4719416,A170,EBRO,1,2003,2011,1,POINT (-0.9986897889949834 42.60970495547448)
9177,BATEA,,1,335,407,470,219.0000,1326.0000,47,47,32,9646,43022,265779,4554523,769622,4555743,0.1239,41.0627,0.1234,41.0623,DATOS MODIFICADOS 2002-03 A 2012-13 (ANUARIO 13-14),769513,4555533,A177,EBRO,1,2012,2020,1,POINT (0.2095509731130198 41.10638804677713)
9184,ATECA,,1,446,446,437,582.0000,,46,46,26,9273,50038,601338,4576782,601338,4576782,-1.4720,41.2008,-1.4725,41.2003,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,601229,4576573,A184,EBRO,1,2008,2016,1,POINT (-1.79022643164339 41.33428653688733)
9187,ERLA,,1,336,586,284,424.0000,,43,43,28,9251,50100,669904,4664930,669904,4664930,-0.5641,42.0702,-0.5646,42.0658,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,669796,4664720,A187,EBRO,1,2012,2020,1,POINT (-0.9460637717303068 42.11620541415296)
9188,BERGUENDA,,1,350,351,137,483.0000,,41,41,22,9048,1902,496451,4736999,496451,4736999,-3.0236,42.4705,-3.0241,42.4701,"LOS DATOS DE 2005-06, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION",496344,4736791,A188,EBRO,1,2007,2015,1,POINT (-3.0446977961010697 42.78365071330227)
9189,ORON,,1,217,237,137,480.0000,,45,45,18,9052,9219,501793,4724450,501793,4724450,-2.5841,42.4018,-2.5846,42.4014,LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,501686,4724242,A189,EBRO,1,2012,2020,1,POINT (-2.979424556362073 42.67064730031666)
9197,LEZA DE RIO LEZA,,1,283,534,242,517.0000,,45,45,18,9140,26088,548900,4686832,548900,4686832,-2.2423,42.1953,-2.2428,42.1949,DATOS MODIFICADOS DE 1976 A 1980 DESDE 2011-12.DATOS DE 08-09 A 10-11 PENDIENTES DE REVISION,548792,4686624,A197,EBRO,1,2012,2020,1,POINT (-2.4077781688941 42.330336700701274)
9203,REINOSA,,1,142,166,108,840.0000,,42,36,4,9002,39027,406536,4760359,406536,4760359,-4.0847,42.5922,-4.0852,42.5918,,406429,4760153,A203,EBRO,1,2012,2020,1,POINT (-4.147769238592431 42.98828539778342)
9215,CERVERUELA,,1,315,1020,438,814.0000,1514.0000,38,37,14,9290,50080,649928,4564462,649928,4564462,-1.1242,41.1301,-1.1246,41.1257,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,649819,4564253,A215,EBRO,1,2012,2020,1,POINT (-1.2127905060188118 41.215797977414994)
9252,ESCALO,,1,444,2820,242,860.0000,2886.0000,32,32,18,9466,25903,348645,4712828,841282,4719560,1.0923,42.3308,1.0919,42.3304,DATOS DE 2008-09 A 2010-11 PENDIENTES DE REVISION. DATOS MODIFICADOS 2012-13 (ANUARIO 13-14),841174,4719349,A252,EBRO,1,2012,2020,1,POINT (1.1553206447618916 42.551170299062946)
9254,MEDINA DE POMAR,,1,465,478,110,585.0000,,31,31,17,9035,9209,460912,4753384,460912,4753384,-3.2844,42.5553,-3.2849,42.5549,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,460805,4753177,A254,EBRO,1,2012,2020,1,POINT (-3.480327306403386 42.93021284451756)
9256,ISOBOL,,1,697,22579,217,1030.0000,,30,30,15,9387,17084,896514,4702594,896514,4702594,1.4855,42.2225,1.4851,42.2221,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,896406,4702383,A256,EBRO,1,2012,2020,1,POINT (1.814157418118518 42.37258634693824)
9261,TRASOBARES,,1,123,314,381,637.0000,,31,31,15,9284,50266,613347,4611051,613347,4611051,-1.3821,41.3833,-1.3825,41.3829,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,613239,4610842,A261,EBRO,1,2012,2020,1,POINT (-1.64029529905451 41.64127906697953)
9263,GELSA,,1,47133,85001,413,150.0000,,17,17,0,9329,50222,711094,4586238,711094,4586238,-0.2830,41.2357,-0.2834,41.2353,DATOS MODIFICADOS DE 2004-05 A 2018-19 (ANUARIO 19-20),710985,4586028,A263,EBRO,1,2012,2020,1,POINT (-0.4761618080286452 41.398122970104424)
9265,TIRVIA,,1,410,85001,242,830.0000,2886.0000,32,31,15,9477,25221,354962,4708975,847864,4716160,1.1404,42.3108,1.1360,42.3104,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,847756,4715949,A265,EBRO,1,2012,2020,1,POINT (1.2332084506469934 42.517701788659465)
9270,PAMPLONA,,1,224,283,141,410.0000,,19,17,1,9216,31201,609132,4739410,609132,4739410,-1.3956,42.4755,-1.4001,42.4751,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,609025,4739201,A270,EBRO,1,2009,2017,1,POINT (-1.6667841471749967 42.79760090167292)
9271,CANFRANC ANTIGUO,,1,101,8521,145,1040.0000,,30,30,16,9166,22078,702745,4732877,702745,4732877,-0.3126,42.4315,-0.3131,42.4311,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,702638,4732667,A271,EBRO,1,2012,2020,1,POINT (-0.5251784863446957 42.71977507189157)
9279,VALDELATEJA,,1,497,9718,410,800.0000,,17,17,2,9018,9905,437311,4736260,437311,4736260,-3.4559,42.4632,-3.4603,42.4628,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,437204,4736053,A279,EBRO,1,2012,2020,1,POINT (-3.767620403430184 42.774440734617464)
9281,HARO,,1,1239,1243,170,458.0000,,17,17,3,9096,26071,510180,4714280,510180,4714280,-2.5233,42.3448,-2.5238,42.3444,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,510073,4714072,A281,EBRO,1,2012,2020,1,POINT (-2.8772522908037086 42.578995606744144)
9282,MARTES,,1,1083,8521,175,554.0000,,17,17,1,9176,22076,673812,4717834,673812,4717834,-0.5254,42.3533,-0.5258,42.3529,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,673705,4717624,A282,EBRO,1,2012,2020,1,POINT (-0.8828816962285906 42.59148533759207)
9283,VILLARCAYO,,1,262,1101,109,597.0000,,17,17,4,9028,9903,453334,4755250,453334,4755250,-3.3419,42.5652,-3.3424,42.5648,,453227,4755043,A283,EBRO,1,2012,2020,1,POINT (-3.5733459659810314 42.94658837143556)
9284,TUDELA,,1,25340,85001,282,252.0000,0.0000,17,17,0,9241,31232,615899,4658382,615899,4658382,-1.3557,42.0405,-1.3602,42.0401,DATOS MODIFICADOS 2004-05 A 2012-13 (ANUARIO 13-14),615791,4658173,A284,EBRO,1,2005,2013,1,POINT (-1.6008730971518805 42.063657388344836)
9287,BIJUESCA,,1,151,446,380,914.0000,,17,16,1,9273,50050,590003,4599602,590003,4599602,-1.5516,41.3232,-1.5520,41.3228,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,589895,4599393,A287,EBRO,1,2012,2020,1,POINT (-1.9222582753432262 41.54114647364656)
9291,LUNA,,1,109,179,284,402.0000,,16,16,1,9977,50151,671481,4661286,671481,4661286,-0.5537,42.0503,-0.5541,42.0459,LOS DATOS DE 2008-09 A 2010-11 SON PROVISIONALES PENDIENTES DE REVISION,671373,4661076,A291,EBRO,1,2012,2020,1,POINT (-0.9280680709329913 42.083064230534056)
9317,VITORIA-ABETXUKO,,1,805,842,112,504.0000,,11,11,0,9068,1059,526525,4746991,526525,4746991,-2.4031,42.5227,-2.4036,42.5223,,526419,4746783,A317,EBRO,1,2012,2020,1,POINT (-2.67653826078924 42.87318408867824)
9321,ETXARREN,,1,389,823,115,435.0000,,31,31,0,9222,31025,594234,4752016,594234,4752016,-1.5044,42.5451,-1.5049,42.5447,,594128,4751807,A321,EBRO,1,2012,2020,1,POINT (-1.846803658054703 42.91307482041832)
9322,IRURTZUN,,1,184,188,115,417.0000,,31,31,0,9225,31904,595019,4752749,595019,4752749,-1.5009,42.5514,-1.5013,42.5510,,594913,4752540,A322,EBRO,1,2012,2020,1,POINT (-1.8370641581249718 42.91957701244744)
9323,PAMPLONA,,1,503,2759,141,392.0000,,14,13,0,9215,31201,611631,4741614,611632,4741614,-1.3804,42.4905,-1.3809,42.4902,,611525,4741405,A323,EBRO,1,2012,2020,1,POINT (-1.635785138574274 42.81708319114721)
9324,ARAZURI,,1,806,2759,141,809.0000,,31,30,0,9217,31193,604227,4741206,604228,4741206,-1.4331,42.4856,-1.4335,42.4852,,604121,4740997,A324,EBRO,1,2012,2020,1,POINT (-1.7264063719192957 42.81445301359964)
9327,OLITE,,1,257,456,206,520.0000,,31,31,0,9209,31191,611823,4704544,611823,4704544,-1.3822,42.2904,-1.3827,42.2860,,611716,4704335,A327,EBRO,1,2012,2020,1,POINT (-1.6407372341012831 42.48331078380158)
9328,ARQUIJAS,,1,415,1461,139,461.0000,,23,23,0,9148,31265,558722,4725951,558722,4725951,-2.1660,42.4059,-2.1704,42.4055,,558615,4725742,A328,EBRO,1,2012,2020,1,POINT (-2.284552135390793 42.681923247424606)
