ref_ceh,nom_embalse,serv,comentario,muni_id,hoja_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,mna,mnne,num_cuenca,nae,naem,xetrs89,yetrs89,cod_saih,demarcacion
8034,BALAGUERAS,1,DATOS DE 2013-14 PROVISIONALES SUJETOS A REVISION. ENTRADAS EN REVISION                                                 ,44201,591,697676,4454062,697676,4454062,-4038,401247,-4042,401243,1017.0,1015.2,8181,8,8,697566,4453853,,JUCAR
8035,VALBONA,1,RESERVA 30-06-2015 EN REVISION                                                                                          ,44240,591,685795,4458357,685795,4458357,-4856,401516,-4900,401512,979.8,978.5,8995,8,8,685686,4458148,,JUCAR
8036,MORA DE RUBIELOS,1,DATOS DE 2013-14 PROVISIONALES SUJETOS A REVISION. ENTRADAS EN REVISION                                                 ,44158,591,691966,4461493,691966,4461493,-4436,401648,-4436,401648,,,8179,8,8,691857,4461284,,JUCAR
8931,TIBI,0,INT 1970                                                                                                                ,3129,846,713064,4264406,713064,4264406,3324,383009,-3328,383003,0.0,403.0,8011,3,3,712954,4264198,,JUCAR
8932,RELLEU,0,INT 1970                                                                                                                ,3112,847,736356,4271997,736356,4271997,1714,383354,-1719,383348,0.0,251.0,8015,3,3,736246,4271789,,JUCAR
8933,ELCHE,0,INT 1970                                                                                                                ,3065,893,699361,4242569,699361,4242569,4311,381833,-4316,381826,0.0,152.0,8005,3,3,699251,4242361,,JUCAR
8934,ELDA,0,INT 1970                                                                                                                ,3066,871,692497,4263431,692497,4263431,-4734,382952,-4738,382948,0.0,426.0,8003,3,3,692387,4263223,,JUCAR
1627,BELESAR,1,LOS DATOS DESDE 1962 EN ADELANTE ESTAN EN PROCESO DE REVISION                                                           ,27016,155,605695,4720600,113659,4730564,-74240,423747,-74245,423743,330.0,330.0,1408,58,59,113548,4730358,E001,MINHO
1629,"PEARES, LOS",1,RESERVA MODIFICADA DESDE 1955 (REFERENCIA RESPECTO VOLUMEN TOTAL). SALIDAS DEL 10/2000 AL 01/2003 PROVISIONALES         ,27041,188,605020,4702424,111695,4712451,-74321,422759,-74327,422754,194.2,194.2,1410,63,66,111584,4712244,E002,MINHO
1631,VELLE,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ,32054,188,594674,4690377,100534,4701144,-75101,422136,-75105,422129,108.4,108.4,1467,51,51,100423,4700937,E030,MINHO
1634,CASTRELO,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ,32069,225,572962,4682849,78272,4695155,-80654,421737,-80659,421733,88.0,88.0,1473,51,51,78160,4694948,E031,MINHO
1637,ALBARELLOS,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ,32040,186,566619,4694677,72768,4707428,-81126,422403,-81131,422359,0.0,265.0,1476,48,49,72656,4707221,E032,MINHO
1641,FRIEIRA,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SUJETOS A REVISION. DATOS RESERVA MODIFICADOS DESDE 08/1982 AL 09/2008      ,36014,262,566810,4667614,71047,4680359,-81129,420925,-81134,420921,67.0,67.0,1491,51,51,70935,4680152,E033,MINHO
1704,"ROZAS, LAS - MATALAVILLA (SIST.)",1,,24116,101,716447,4754107,226629,4756139,-62055,425429,-62100,425425,0.0,959.5,1414,49,50,226517,4755932,E003-E005,MINHO
1709,BARCENA,1,LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ,24115,158,700347,4717002,207924,4720255,-63332,423443,-63337,423439,620.0,620.0,1414,60,60,207814,4720049,E007,MINHO
1710,FUENTE DEL AZUFRE,1,LOS DATOS DE 2008-09 Y 2013-14 ESTAN PENDIENTES DE REVISION                                                             ,24115,158,698546,4715224,206001,4718608,-63453,423347,-63458,423343,538.9,536.1,1414,59,59,205891,4718402,E008,MINHO
1711,CAMPAÑANA,1,LOS DATOS DE 2008-09 A 2010-11 Y 2013-14 ESTAN PENDIENTES DE REVISION                                                   ,24041,191,683385,4707716,190337,4712187,-64606,422958,-64611,422953,0.0,525.8,1976,52,52,190226,4711981,E350,MINHO
1712,PEÑARRUBIA,1,,32073,191,679440,4702987,186064,4707745,-64904,422728,-64909,422723,394.9,394.4,1432,52,52,185953,4707539,E011,MINHO
1713,SANTIAGO,1,,32088,190,658268,4696617,164474,4702882,-70437,422418,-70442,422414,303.0,303.0,1436,52,52,164363,4702676,E570,MINHO
1716,PUMARES,1,,32018,190,676257,4696970,182461,4701963,-65130,422415,-65135,422411,359.0,359.0,1434,50,50,182350,4701757,E571,MINHO
1718,MONTEARENAS,1,LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ,24115,158,701187,4714515,208586,4717713,-63258,423322,-63303,423318,549.9,549.0,1419,52,52,208476,4717507,E009,MINHO
1740,SAN MARTIN,1,,27050,190,650490,4694958,156589,4701775,-71018,422330,-71023,422326,0.0,290.0,1436,63,63,156478,4701569,E013,MINHO
1741,SAN SEBASTIAN,1,LOS DATOS DE 2008-09 Y 2009-10 ESTAN PENDIENTES DE REVISION                                                             ,49162,266,669709,4668146,173920,4673646,-65646,420849,-65650,420843,0.0,1198.0,1437,61,61,173809,4673439,E014,MINHO
1743,BAO,1,,32015,228,651325,4678986,156296,4685766,-70957,421452,-71002,421447,654.0,652.0,1441,61,61,156185,4685559,E018,MINHO
1744,MONTEFURADO,1,,27050,189,646750,4694914,152880,4701995,-71301,422334,-71305,422327,290.0,290.0,1453,63,63,152769,4701789,E023,MINHO
1745,PIAS O SAN AGUSTIN,1,,49154,266,666263,4663320,170139,4669069,-65921,420616,-65925,420609,0.0,1040.0,1437,60,60,170028,4668862,E015,MINHO
1748,GUISTOLAS,1,,32063,189,640090,4689632,145855,4697190,-71757,422047,-71801,422040,700.5,700.0,1452,63,63,145744,4696983,E022,MINHO
1751,SEQUEIROS,1,,27050,189,643902,4701530,150475,4708805,-71500,422707,-71505,422703,256.0,255.1,1454,63,63,150364,4708599,E024,MINHO
1768,SAN ESTEBAN,1,,32052,188,611177,4696829,117481,4706423,-73855,422457,-73859,422450,229.0,229.0,1462,63,63,117370,4706216,E027,MINHO
1769,SAN PEDRO,1,,27041,188,605875,4701032,112452,4710999,-74245,422713,-74250,422709,132.0,130.0,1466,61,62,112341,4710792,E029,MINHO
1770,"PORTAS, LAS",1,,32092,265,648157,4664265,152096,4671287,-71228,420657,-71234,420653,884.0,882.0,1438,47,48,151985,4671080,E016,MINHO
1780,EDRADA-MAO,1,SALIDAS DEL 10/2000 AL 01/2003 Y DATOS DE 2008-09 A 2010-11 Y 2013-14 A 2014-15 PENDIENTES DE REVISION                  ,32057,188,621976,4688295,127637,4697135,-73110,422012,-73115,422008,806.0,806.0,1974,41,41,127526,4696928,E026,MINHO
1781,EDRADA-CONSO,1,,32092,265,646432,4667592,150607,4674731,-71341,420846,-71345,420841,890.5,888.0,1440,41,41,150496,4674524,E016B,MINHO
1782,CENZA,1,,32092,227,645024,4673105,149589,4680336,-71437,421145,-71442,421141,1341.9,1341.0,1973,27,28,149478,4680129,E017,MINHO
1790,CHANDREJA,1,,32029,227,633174,4680434,138298,4688491,-72307,421553,-72311,421546,910.0,910.0,1452,63,63,138187,4688284,E021,MINHO
1791,PRADA,1,,32083,228,661653,4686352,167129,4692394,-70219,421843,-70224,421839,845.0,845.0,1448,61,61,167018,4692187,E019,MINHO
1792,SANTA EULALIA,1,,32015,190,659579,4690505,165351,4696687,-70345,422059,-70350,422055,0.0,525.0,1450,52,52,165240,4696480,E020,MINHO
1794,VILL / MAO /REGUEIRO,0,INT 1976                                                                                                                ,32049,189,622741,4689033,128454,4697818,-73036,422035,-73041,422031,0.0,751.0,1461,4,6,128343,4697611,,MINHO
1795,LEBOREIRO-MAO,1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 SON PROVISIONALES SUJETOS A REVISION                                        ,32049,226,621803,4687290,127394,4696143,-73118,421939,-73123,421935,860.8,860.0,1461,50,51,127283,4695936,E025,MINHO
1796,VILASOUTO,1,DATOS RESERVA MODIFICADOS DE 09/1980 Y DATOS MODIFICADOS DE 10/1985 A 02/1987 RESPECTO A PUBLICADOS                     ,27024,156,629414,4724709,137648,4732984,-72515,423948,-72521,423943,474.2,473.0,1464,43,43,137537,4732778,E028,MINHO
1807,"SALAS, LAS",1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 Y LOS DATOS DE 2009-10 Y 2015-16 ESTAN PENDIENTES DE REVISION               ,32051,301,587768,4642117,90204,4653398,-75629,415531,-75634,415527,0.0,834.0,1512,48,49,90092,4653191,E036,MINHO
1808,"CONCHAS, LAS",1,LOS DATOS DE SALIDAS DEL 10/2000 AL 01/2003 Y DATOS DE 2013-14 SON PROVISIONALES SUJETOS A REVISION                     ,32041,301,580122,4644259,82712,4656076,-80200,415644,-80205,415640,549.0,549.0,1511,63,63,82600,4655869,E035,MINHO
7001,ANCHURICAS,1,,23904,887,541107,4228829,541107,4228829,-23150,381221,-23154,381217,910.2,909.5,7014,56,56,540995,4228622,04E04E1,SEGURA
7002,FUENSANTA,1,,2086,866,569288,4249740,569288,4249740,-21224,382333,-21228,382329,0.0,602.1,7018,63,77,569177,4249533,04S02E1,SEGURA
7003,CENAJO,1,,2037,868,607041,4247285,607041,4247285,-14629,382200,-14634,382156,435.0,433.4,7026,63,64,606930,4247078,04S03E1,SEGURA
7004,"VIEJA, LA O NOVIA, LA",1,,23904,888,547599,4225776,547599,4225776,-22724,381041,-22728,381036,0.0,918.4,7015,56,56,547487,4225569,04E05E1,SEGURA
7005,ALFONSO XIII,1,,30013,890,622648,4231712,622648,4231712,-13556,381328,-13600,381323,0.0,300.9,7039,63,77,622537,4231504,02E03E1,SEGURA
7006,"CIERVA, LA",1,,30029,912,632755,4213761,632755,4213761,-12912,380340,-12917,380336,392.0,390.8,7049,63,77,632644,4213553,01E01E1,SEGURA
7007,PUENTES,1,,30024,953,604154,4177251,604154,4177251,-14905,374410,-14909,374405,,464.0,7062,63,77,604043,4177043,05E03E1,SEGURA
7008,TALAVE,1,,2044,842,599111,4263060,599111,4263060,-15148,383035,-15152,383031,509.0,507.8,7031,63,77,599001,4262853,03E02E1,SEGURA
7009,CAMARILLAS,1,,2037,868,618194,4244610,618194,4244610,-13851,382028,-13856,382024,349.6,348.6,7033,61,61,618083,4244403,03E03E1,SEGURA
7010,SANTOMERA,1,,30901,913,667721,4218330,667721,4218330,-10514,380548,-10519,380543,0.0,100.4,7068,50,50,667610,4218122,01E02E1,SEGURA
7011,ARGOS,1,,30017,890,611025,4225775,611025,4225775,-14357,381021,-14402,381016,411.2,413.2,7037,48,48,610914,4225568,02E02E1,SEGURA
7012,VALDEINFIERNO,1,LOS DATOS DE 2012-13 ESTAN PENDIENTES DE REVISION                                                                       ,30024,952,591229,4184933,591229,4184933,-15749,374824,-15754,374819,689.7,697.4,7059,50,50,591118,4184725,05E02E1,SEGURA
7013,OJOS,1,,30011,912,644485,4225187,644485,4225187,-12103,380945,-12107,380940,139.8,138.6,7046,39,39,644374,4224979,02S01E1,SEGURA
7014,MAYES,1,,30031,912,642373,4219499,642373,4219499,-12234,380641,-12238,380637,276.9,276.3,7997,39,39,642262,4219291,02E01E1,SEGURA
7015,"PEDRERA, LA",1,LOS DATOS DE 2016-17  ESTAN PENDIENTES DE REVISION                                                                      ,3099,913,686530,4211770,686530,4211770,-5229,380202,-5233,380157,0.0,105.0,7996,36,36,686419,4211562,07E01E1,SEGURA
7016,CREVILLENTE,1,,3059,893,693330,4236870,693330,4236870,-4726,381530,-4730,381526,0.0,145.0,7995,29,30,693219,4236662,07E02E1,SEGURA
7017,TAIBILLA,1,,2055,888,564712,4227561,564712,4227561,-21540,381135,-21544,381130,,951.3,7021,26,27,564600,4227354,04E06E1,SEGURA
7018,ALGECIRAS,1,,30008,933,641846,4194772,641846,4194772,-12313,375320,-12317,375315,267.5,265.0,7065,20,21,641735,4194564,01E05E1,SEGURA
3006,ENTREPEÑAS,1,,19245,562,521277,4482675,521277,4482675,-24456,402938,-24501,402934,0.0,718.0,3029,63,67,521168,4482467,,TAJO
3007,BOLARQUE,1,,19022,562,515505,4468180,515505,4468180,-24903,402148,-24907,402144,586.0,642.0,3057,63,66,515396,4467972,,TAJO
3008,ZORITA,1,,19335,561,508838,4466420,508838,4466420,-25345,402051,-25350,402047,0.0,600.0,3057,54,54,508729,4466212,,TAJO
3009,ALMOGUERA,1,,19021,584,503615,4458403,503615,4458403,-25727,401631,-25732,401627,0.0,585.0,3059,54,54,503505,4458195,,TAJO
3013,"PORTIÑA, LA",1,,45165,627,342920,4429200,342920,4429200,-45024,395952,-45029,395947,0.0,411.0,3989,50,51,342810,4428993,,TAJO
3016,TORREJON-TAJO,1,,10190,651,244485,4413740,244485,4413740,-55909,395004,-55914,395000,243.5,243.5,3261,53,53,244376,4413534,,TAJO
3019,ALCANTARA,1,,10008,648,681429,4400202,167194,4405273,-65259,394354,-65304,394350,0.0,218.0,3371,51,52,167086,4405067,,TAJO
3043,BUENDIA,1,,16041,562,518455,4472242,518455,4472242,-24657,402360,-24702,402355,712.0,712.0,3054,63,67,518346,4472034,,TAJO
3050,"VADO, EL",1,,19307,459,474815,4539398,474815,4539398,-31758,410017,-31803,410013,0.0,923.5,3070,63,72,474706,4539190,,TAJO
3065,PALMACES,1,,19208,460,505150,4544575,505150,4544575,-25619,410306,-25624,410302,885.0,885.0,3094,63,73,505041,4544367,,TAJO
3066,"ATANCE, EL",1,,19257,461,518120,4547372,518120,4547372,-24703,410439,-24708,410432,909.7,907.0,3088,14,15,518011,4547164,,TAJO
3068,BELEÑA,1,,19092,485,483623,4531652,483623,4531652,-31140,405606,-31145,405602,845.0,843.5,3102,35,35,483514,4531444,,TAJO
3069,SANTILLANA,1,,28082,509,430950,4506735,430950,4506735,-34903,404229,-34907,404224,0.0,894.0,3119,63,76,430841,4506528,,TAJO
3073,FINISTERRE,1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,45166,686,444226,4389398,444226,4389398,-33900,393907,-33905,393903,0.0,685.4,3158,27,28,444116,4389190,,TAJO
3074,"CASTRO, EL",1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,45191,658,435684,4406707,435684,4406707,-34505,394826,-34510,394822,561.0,552.0,3158,27,28,435574,4406499,,TAJO
3079,"TAJERA, LA",1,,19260,487,532360,4521175,532360,4521175,-23658,405025,-23703,405021,962.1,959.5,3131,27,28,532251,4520967,,TAJO
3111,"BURGUILLO, EL",1,,5241,556,369985,4476245,369985,4476245,-43157,402534,-43202,402529,0.0,729.1,3210,63,81,369875,4476038,,TAJO
3112,SAN JUAN,1,,28133,557,388730,4470175,388730,4470175,-41838,402227,-41843,402222,0.0,580.0,3220,63,66,388620,4469968,,TAJO
3113,PICADAS,1,,28133,580,393995,4465710,393995,4465710,-41452,402004,-41457,401960,0.0,518.5,3220,54,54,393885,4465503,,TAJO
3114,CHARCO DEL CURA (PUENTE NUEVO),1,,5241,557,372630,4475950,372630,4475950,-43005,402525,-43010,402521,0.0,647.5,3210,54,54,372520,4475743,,TAJO
3115,CAZALEGAS,1,,45045,602,354490,4430810,354490,4430810,-44218,400051,-44223,400047,385.4,384.1,3238,63,63,354380,4430603,,TAJO
3116,MORALES,1,,28128,580,370970,4464013,370970,4464013,-43107,401858,-43112,401853,802.9,802.0,3988,28,29,370860,4463806,,TAJO
3127,ROSARITO,1,,45125,600,302063,4442756,302063,4442756,-51921,400640,-51926,400636,0.0,307.3,3280,63,63,301954,4442549,,TAJO
3128,TORREJON-TIETAR,1,,10182,623,244150,4414150,244150,4414150,-55924,395017,-55929,395013,223.0,222.0,3296,53,53,244041,4413944,,TAJO
3141,GUIJO DE GRANADILLA,1,,10090,575,743440,4451906,232578,4452717,-60827,401054,-60832,401049,0.0,329.0,3346,32,32,232469,4452511,,TAJO
3142,GABRIEL Y GALAN,1,,10090,575,744075,4456476,233520,4457234,-60754,401321,-60759,401317,0.0,386.0,3346,63,65,233411,4457028,,TAJO
3143,VALDEOBISPO,1,,10202,597,734479,4442601,223007,4444036,-61458,400601,-61503,400557,0.0,308.0,3350,55,55,222898,4443830,,TAJO
3145,JERTE-PLASENCIA,1,,10148,598,752432,4438857,240670,4439090,-60226,400341,-60230,400337,0.0,367.0,3353,34,34,240561,4438884,,TAJO
3148,BORBOLLON,1,DATO RESERVA MODIFICADO 01/09/1959 (ANUARIO 13-14)                                                                      ,10171,596,706560,4444661,195279,4447976,-63433,400734,-63438,400730,0.0,313.5,3363,63,64,195170,4447770,,TAJO
3151,CASTREJON,1,,45136,656,389280,4410270,389280,4410270,-41738,395004,-41743,395000,0.0,425.0,3183,54,54,389170,4410063,,TAJO
3152,VALDECAÑAS,1,,10026,652,276430,4406580,276430,4406580,-53638,394645,-53643,394641,315.0,315.0,3259,56,57,276321,4406374,,TAJO
3154,RIOSEQUILLO,1,,28027,484,445558,4537473,445558,4537473,-33850,405909,-33855,405905,1010.0,1005.0,3071,63,63,445449,4537266,,TAJO
3155,PUENTES VIEJAS,1,,28902,484,452060,4538375,452060,4538375,-33412,405940,-33417,405936,0.0,950.5,3073,63,63,451951,4538167,,TAJO
3156,"ATAZAR, EL",1,,28016,485,460235,4529316,460235,4529316,-32820,405448,-32825,405444,0.0,870.0,3075,50,50,460126,4529108,,TAJO
3157,"VELLON, EL",1,,28108,509,447380,4512110,447380,4512110,-33724,404527,-33729,404523,0.0,828.0,3077,53,54,447271,4511903,,TAJO
3160,RIVERA DE GATA,1,,10215,596,701779,4445551,190565,4449188,-63754,400807,-63759,400803,349.5,339.5,3366,31,32,190457,4448982,,TAJO
3166,TORCON,1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,45109,684,381203,4387291,381203,4387291,-42303,393735,-42308,393731,0.0,700.0,3190,61,62,381093,4387084,,TAJO
3181,VALMAYOR,1,,28160,533,411397,4487932,411397,4487932,-40246,403212,-40251,403208,831.0,828.0,3167,39,39,411288,4487725,,TAJO
3189,NAVACERRADA,1,,28093,508,415195,4507800,415195,4507800,-40014,404258,-40019,404254,1156.0,1156.0,3118,51,51,415086,4507593,,TAJO
3190,"JAROSA, LA",1,,28068,533,405640,4502380,405640,4502380,-40659,403958,-40704,403954,1087.0,1087.0,3993,51,51,405531,4502173,,TAJO
3191,NAVALMEDIO,1,,28038,508,412340,4511640,412340,4511640,-40218,404501,-40223,404457,0.0,1289.0,3994,51,51,412231,4511433,,TAJO
3195,"VILLAR, EL",1,,28902,484,452726,4533285,452726,4533285,-33342,405655,-33347,405651,0.0,903.5,3073,63,63,452617,4533077,,TAJO
3196,PINILLA,1,,28076,484,434955,4533137,434955,4533137,-34622,405646,-34627,405642,1090.0,1088.8,3071,54,54,434846,4532930,,TAJO
3199,NAVALCAN,1,,45110,601,317364,4435509,317364,4435509,-50827,400258,-50832,400253,0.0,370.0,3275,39,39,317254,4435302,,TAJO
3201,MOLINO DE CHINCHA,1,DATOS 2015-16 PROVISIONALES PENDIENTES DE REVISION                                                                      ,16057,539,569715,4489562,569715,4489562,-21036,403311,-21041,403307,0.0,939.3,3032,60,73,569606,4489353,,TAJO
3203,AZUTAN,1,,45017,654,321215,4405405,321215,4405405,-50515,394645,-50520,394641,0.0,354.0,3249,50,50,321105,4405198,,TAJO
3208,SALOR,1,,10037,704,732325,4360794,215381,4362533,-61812,392153,-61817,392149,0.0,395.9,3380,43,43,215272,4362327,,TAJO
3227,ACEÑA,1,,5184,532,396780,4496675,396780,4496675,-41313,403650,-41317,403645,1317.5,1316.1,3214,29,30,396671,4496468,,TAJO
3247,NAVAMUÑO,1,,37078,553,264468,4470280,264468,4470280,-54623,402057,-54628,402053,0.0,1241.0,3996,31,31,264359,4470073,,TAJO
3252,GUAJARAZ,1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,45016,657,407009,4406316,407009,4406316,-40510,394804,-40515,394759,606.1,605.0,3164,43,44,406899,4406109,,TAJO
3257,"BUJEDA, LA",1,,19022,585,514190,4455100,514190,4455100,-24959,401444,-25004,401440,903.0,905.5,3059,32,32,514080,4454892,,TAJO
3263,"PARDO, EL",1,,28079,534,433299,4488075,433299,4488075,-34715,403224,-34720,403220,0.0,629.0,3121,48,48,433190,4487868,,TAJO
3264,GUADILOBA,1,,10037,704,732528,4374501,216495,4376200,-61747,392917,-61752,392913,359.7,359.4,3317,42,42,216386,4375994,,TAJO
3267,PORTAJE,1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,10150,621,710278,4418701,197242,4421809,-63226,395330,-63231,395326,302.1,301.0,3326,27,28,197133,4421603,,TAJO
3285,CEDILLO,1,,10062,674,625328,4391701,110576,4400538,-73220,393955,-73225,393951,0.0,115.0,3399,45,46,110468,4400332,,TAJO
3287,ALCORLO,1,,19269,460,497998,4539929,497998,4539929,-30126,410035,-30131,410031,922.5,920.0,3098,39,40,497889,4539721,,TAJO
3300,BAÑOS,1,DATOS 2013-14 PROVISIONALES PENDIENTES DE REVISION                                                                      ,10024,575,254016,4463262,254016,4463262,-55336,401659,-55341,401654,607.1,606.0,3981,22,23,253907,4463055,,TAJO
