date,outflow,type
2002-09-01,2.434,1
2002-09-02,2.682,1
2002-09-03,2.422,1
2002-09-04,2.398,1
2002-09-05,2.253,1
2002-09-06,2.268,1
2002-09-07,2.624,1
2002-09-08,2.214,1
2002-09-09,2.538,1
2002-09-10,2.559,1
2002-09-11,2.33,1
2002-09-12,2.19,1
2002-09-13,2.708,1
2002-09-14,2.156,1
2002-09-15,1.896,1
2002-09-16,2.457,1
2002-09-17,2.289,1
2002-09-18,2.823,1
2002-09-19,3.949,1
2002-09-20,3.264,1
2002-09-21,2.739,1
2002-09-22,3.59,1
2002-09-23,3.263,1
2002-09-24,3.85,1
2002-09-25,2.921,1
2002-09-26,3.451,1
2002-09-27,2.821,1
2002-09-28,2.782,1
2002-09-29,2.753,1
2002-09-30,2.492,1
2002-10-01,2.928,1
2002-10-02,2.529,1
2002-10-03,2.975,1
2002-10-04,2.288,1
2002-10-05,2.759,1
2002-10-06,1.864,1
2002-10-07,2.595,1
2002-10-08,2.324,1
2002-10-09,2.791,1
2002-10-10,4.056,1
2002-10-11,2.984,1
2002-10-12,2.404,1
2002-10-13,3.369,1
2002-10-14,3.285,1
2002-10-15,2.775,1
2002-10-16,2.967,1
2002-10-17,3.031,1
2002-10-18,3.021,1
2002-10-19,3.263,1
2002-10-20,4.99,1
2002-10-21,5.506,1
2002-10-22,9.312,1
2002-10-23,15.576,1
2002-10-24,11.841,1
2002-10-25,10.346,1
2002-10-26,7.793,1
2002-10-27,7.137,1
2002-10-28,6.465,1
2002-10-29,5.06,1
2002-10-30,5.396,1
2002-10-31,4.993,1
2002-11-01,4.362,1
2002-11-02,4.241,1
2002-11-03,3.566,1
2002-11-04,4.444,1
2002-11-05,3.854,1
2002-11-06,4.14,1
2002-11-07,4.703,1
2002-11-08,4.297,1
2002-11-09,4.673,1
2002-11-10,4.465,1
2002-11-11,4.234,1
2002-11-12,4.241,1
2002-11-13,6.348,1
2002-11-14,12.149,1
2002-11-15,9.37,1
2002-11-16,8.741,1
2002-11-17,8.345,1
2002-11-18,7.575,1
2002-11-19,9.335,1
2002-11-20,10.311,1
2002-11-21,14.315,1
2002-11-22,13.447,1
2002-11-23,11.81,1
2002-11-24,10.34,1
2002-11-25,9.11,1
2002-11-26,8.401,1
2002-11-27,9.089,1
2002-11-28,10.591,1
2002-11-29,14.197,1
2002-11-30,18.783,1
2002-12-01,18.561,1
2002-12-02,18.936,1
2002-12-03,19.165,1
2002-12-04,18.413,1
2002-12-05,18.724,1
2002-12-06,17.52,1
2002-12-07,17.03,1
2002-12-08,15.537,1
2002-12-09,13.475,1
2002-12-10,12.299,1
2002-12-11,11.359,1
2002-12-12,10.012,1
2002-12-13,8.791,1
2002-12-14,9.952,1
2002-12-15,11.976,1
2002-12-16,9.961,1
2002-12-17,11.102,1
2002-12-18,15.956,1
2002-12-19,16.591,1
2002-12-20,13.563,1
2002-12-21,11.523,1
2002-12-22,12.094,1
2002-12-23,12.237,1
2002-12-24,10.724,1
2002-12-25,11.007,1
2002-12-26,18.084,1
2002-12-27,18.522,1
2002-12-28,17.295,1
2002-12-29,18.048,1
2002-12-30,17.642,1
2002-12-31,16.612,1
2003-01-01,17.409,1
2003-01-02,17.086,1
2003-01-03,17.495,1
2003-01-04,16.384,1
2003-01-05,13.391,1
2003-01-06,12.756,1
2003-01-07,15.587,1
2003-01-08,16.445,1
2003-01-09,15.479,1
2003-01-10,14.035,1
2003-01-11,13.164,1
2003-01-12,12.003,1
2003-01-13,10.731,1
2003-01-14,10.556,1
2003-01-15,10.249,1
2003-01-16,10.335,1
2003-01-17,9.834,1
2003-01-18,14.839,1
2003-01-19,19.175,1
2003-01-20,18.824,1
2003-01-21,19.073,1
2003-01-22,19.067,1
2003-01-23,19.055,1
2003-01-24,18.859,1
2003-01-25,16.467,1
2003-01-26,14.679,1
2003-01-27,15.042,1
2003-01-28,17.355,1
2003-01-29,17.673,1
2003-01-30,17.486,1
2003-01-31,18.287,1
2003-02-01,15.71,1
2003-02-02,15.422,1
2003-02-03,17.06,1
2003-02-04,18.967,1
2003-02-05,18.005,1
2003-02-06,18.566,1
2003-02-07,18.891,1
2003-02-08,18.784,1
2003-02-09,18.734,1
2003-02-10,16.943,1
2003-02-11,16.294,1
2003-02-12,16.726,1
2003-02-13,15.48,1
2003-02-14,14.035,1
2003-02-15,12.874,1
2003-02-16,11.888,1
2003-02-17,11.284,1
2003-02-18,11.2,1
2003-02-19,10.859,1
2003-02-20,10.131,1
2003-02-21,9.474,1
2003-02-22,8.884,1
2003-02-23,7.827,1
2003-02-24,9.003,1
2003-02-25,10.317,1
2003-02-26,10.147,1
2003-02-27,9.687,1
2003-02-28,9.368,1
2003-03-01,13.053,1
2003-03-02,14.195,1
2003-03-03,14.954,1
2003-03-04,18.431,1
2003-03-05,15.859,1
2003-03-06,14.052,1
2003-03-07,12.228,1
2003-03-08,11.191,1
2003-03-09,10.301,1
2003-03-10,10.318,1
2003-03-11,10.628,1
2003-03-12,11.039,1
2003-03-13,11.524,1
2003-03-14,11.795,1
2003-03-15,11.82,1
2003-03-16,11.12,1
2003-03-17,10.985,1
2003-03-18,9.77,1
2003-03-19,9.144,1
2003-03-20,8.159,1
2003-03-21,8.088,1
2003-03-22,7.285,1
2003-03-23,7.383,1
2003-03-24,7.186,1
2003-03-25,9.658,1
2003-03-26,8.322,1
2003-03-27,8.475,1
2003-03-28,10.031,1
2003-03-29,8.773,1
2003-03-30,8.203,1
2003-03-31,7.865,1
2003-04-01,8.249,1
2003-04-02,8.009,1
2003-04-03,8.03,1
2003-04-04,7.279,1
2003-04-05,6.568,1
2003-04-06,6.278,1
2003-04-07,5.853,1
2003-04-08,7.019,1
2003-04-09,6.038,1
2003-04-10,6.206,1
2003-04-11,6.387,1
2003-04-12,5.139,1
2003-04-13,6.299,1
2003-04-14,9.554,1
2003-04-15,9.219,1
2003-04-16,8.366,1
2003-04-17,7.464,1
2003-04-18,7.103,1
2003-04-19,7.952,1
2003-04-20,14.69,1
2003-04-21,11.415,1
2003-04-22,10.272,1
2003-04-23,9.4,1
2003-04-24,8.497,1
2003-04-25,7.957,1
2003-04-26,9.331,1
2003-04-27,8.309,1
2003-04-28,7.969,1
2003-04-29,9.037,1
2003-04-30,7.62,1
2003-05-01,6.586,1
2003-05-02,6.657,1
2003-05-03,6.756,1
2003-05-04,5.676,1
2003-05-05,6.683,1
2003-05-06,5.932,1
2003-05-07,7.302,1
2003-05-08,6.706,1
2003-05-09,7.334,1
2003-05-10,7.351,1
2003-05-11,6.908,1
2003-05-12,6.552,1
2003-05-13,6.071,1
2003-05-14,5.91,1
2003-05-15,6.505,1
2003-05-16,5.281,1
2003-05-17,5.263,1
2003-05-18,5.367,1
2003-05-19,4.112,1
2003-05-20,5.217,1
2003-05-21,5.065,1
2003-05-22,4.362,1
2003-05-23,3.979,1
2003-05-24,4.262,1
2003-05-25,4.374,1
2003-05-26,4.346,1
2003-05-27,5.257,1
2003-05-28,4.1,1
2003-05-29,3.707,1
2003-05-30,3.784,1
2003-05-31,3.054,1
2003-06-01,4.527,1
2003-06-02,3.599,1
2003-06-03,4.092,1
2003-06-04,3.251,1
2003-06-05,4.319,1
2003-06-06,4.512,1
2003-06-07,3.604,1
2003-06-08,3.161,1
2003-06-09,3.092,1
2003-06-10,3.822,1
2003-06-11,3.418,1
2003-06-12,2.74,1
2003-06-13,2.86,1
2003-06-14,3.41,1
2003-06-15,3.236,1
2003-06-16,2.942,1
2003-06-17,2.597,1
2003-06-18,2.349,1
2003-06-19,3.292,1
2003-06-20,3.603,1
2003-06-21,2.537,1
2003-06-22,2.24,1
2003-06-23,2.695,1
2003-06-24,3.104,1
2003-06-25,3.84,1
2003-06-26,2.766,1
2003-06-27,2.95,1
2003-06-28,2.354,1
2003-06-29,2.608,1
2003-06-30,2.761,1
2003-07-01,3.492,1
2003-07-02,2.601,1
2003-07-03,2.755,1
2003-07-04,2.742,1
2003-07-05,3.035,1
2003-07-06,2.548,1
2003-07-07,2.96,1
2003-07-08,2.197,1
2003-07-09,2.426,1
2003-07-10,2.473,1
2003-07-11,2.617,1
2003-07-12,2.296,1
2003-07-13,2.198,1
2003-07-14,2.638,1
2003-07-15,2.316,1
2003-07-16,2.019,1
2003-07-17,2.685,1
2003-07-18,3.279,1
2003-07-19,2.319,1
2003-07-20,2.118,1
2003-07-21,3.118,1
2003-07-22,2.174,1
2003-07-23,2.388,1
2003-07-24,2.357,1
2003-07-25,2.023,1
2003-07-26,2.839,1
2003-07-27,1.899,1
2003-07-28,1.923,1
2003-07-29,2.488,1
2003-07-30,2.472,1
2003-07-31,2.476,1
2003-08-01,1.978,1
2003-08-02,2.263,1
2003-08-03,1.916,1
2003-08-04,1.941,1
2003-08-05,2.346,1
2003-08-06,1.869,1
2003-08-07,1.811,1
2003-08-08,1.722,1
2003-08-09,1.613,1
2003-08-10,2.108,1
2003-08-11,1.674,1
2003-08-12,2.096,1
2003-08-13,1.886,1
2003-08-14,1.725,1
2003-08-15,1.799,1
2003-08-16,2.465,1
2003-08-17,2.154,1
2003-08-18,1.681,1
2003-08-19,2.331,1
2003-08-20,1.648,1
2003-08-21,2.105,1
2003-08-22,1.933,1
2003-08-23,2.03,1
2003-08-24,2.265,1
2003-08-25,2.467,1
2003-08-26,2.005,1
2003-08-27,1.661,1
2003-08-28,1.916,1
2003-08-29,2.249,1
2003-08-30,1.718,1
2003-08-31,2.123,1
2003-09-01,2.125,1
2003-09-02,2.141,1
2003-09-03,1.955,1
2003-09-04,2.42,1
2003-09-05,2.04,1
2003-09-06,1.992,1
2003-09-07,1.673,1
2003-09-08,1.97,1
2003-09-09,1.897,1
2003-09-10,2.274,1
2003-09-11,2.091,1
2003-09-12,1.912,1
2003-09-13,1.542,1
2003-09-14,1.372,1
2003-09-15,2.761,1
2003-09-16,1.892,1
2003-09-17,1.682,1
2003-09-18,1.73,1
2003-09-19,1.598,1
2003-09-20,1.876,1
2003-09-21,1.7,1
2003-09-22,1.704,1
2003-09-23,1.629,1
2003-09-24,2.103,1
2003-09-25,1.625,1
2003-09-26,1.435,1
2003-09-27,2.128,1
2003-09-28,1.745,1
2003-09-29,1.739,1
2003-09-30,1.585,1
2003-10-01,1.616,1
2003-10-02,2.086,1
2003-10-03,1.805,1
2003-10-04,1.81,1
2003-10-05,2.015,1
2003-10-06,2.193,1
2003-10-07,2.146,1
2003-10-08,1.965,1
2003-10-09,2.023,1
2003-10-10,2.234,1
2003-10-11,2.039,1
2003-10-12,2.551,1
2003-10-13,2.425,1
2003-10-14,1.48,1
2003-10-15,2.204,1
2003-10-16,1.918,1
2003-10-17,2.023,1
2003-10-18,1.995,1
2003-10-19,1.623,1
2003-10-20,1.689,1
2003-10-21,2.946,1
2003-10-22,2.993,1
2003-10-23,3.215,1
2003-10-24,2.811,1
2003-10-25,2.779,1
2003-10-26,2.723,1
2003-10-27,3.03,1
2003-10-28,3.277,1
2003-10-29,5.791,1
2003-10-30,4.782,1
2003-10-31,8.656,1
2003-11-01,16.603,1
2003-11-02,13.578,1
2003-11-03,10.374,1
2003-11-04,10.334,1
2003-11-05,8.574,1
2003-11-06,10.226,1
2003-11-07,9.0,1
2003-11-08,7.836,1
2003-11-09,7.064,1
2003-11-10,6.83,1
2003-11-11,5.915,1
2003-11-12,6.7,1
2003-11-13,6.36,1
2003-11-14,6.407,1
2003-11-15,10.964,1
2003-11-16,15.627,1
2003-11-17,18.425,1
2003-11-18,15.771,1
2003-11-19,12.761,1
2003-11-20,11.903,1
2003-11-21,11.32,1
2003-11-22,15.831,1
2003-11-23,17.803,1
2003-11-24,16.173,1
2003-11-25,13.401,1
2003-11-26,12.797,1
2003-11-27,17.266,1
2003-11-28,16.161,1
2003-11-29,17.928,1
2003-11-30,18.55,1
2003-12-01,18.975,1
2003-12-02,17.831,1
2003-12-03,18.347,1
2003-12-04,16.681,1
2003-12-05,15.482,1
2003-12-06,13.718,1
2003-12-07,12.772,1
2003-12-08,12.203,1
2003-12-09,11.668,1
2003-12-10,11.314,1
2003-12-11,10.397,1
2003-12-12,11.876,1
2003-12-13,11.722,1
2003-12-14,11.934,1
2003-12-15,14.3,1
2003-12-16,11.471,1
2003-12-17,10.144,1
2003-12-18,9.252,1
2003-12-19,8.27,1
2003-12-20,7.745,1
2003-12-21,7.694,1
2003-12-22,7.769,1
2003-12-23,6.978,1
2003-12-24,7.024,1
2003-12-25,6.526,1
2003-12-26,6.531,1
2003-12-27,5.839,1
2003-12-28,8.257,1
2003-12-29,10.22,1
2003-12-30,18.671,1
2003-12-31,18.864,1
2004-01-01,18.858,1
2004-01-02,18.848,1
2004-01-03,18.85,1
2004-01-04,18.851,1
2004-01-05,18.857,1
2004-01-06,18.435,1
2004-01-07,16.165,1
2004-01-08,14.542,1
2004-01-09,15.338,1
2004-01-10,14.802,1
2004-01-11,13.853,1
2004-01-12,13.882,1
2004-01-13,13.743,1
2004-01-14,17.834,1
2004-01-15,17.944,1
2004-01-16,14.825,1
2004-01-17,13.084,1
2004-01-18,12.088,1
2004-01-19,11.215,1
2004-01-20,10.214,1
2004-01-21,10.065,1
2004-01-22,9.228,1
2004-01-23,11.637,1
2004-01-24,17.523,1
2004-01-25,17.735,1
2004-01-26,18.928,1
2004-01-27,18.929,1
2004-01-28,18.917,1
2004-01-29,18.902,1
2004-01-30,17.496,1
2004-01-31,15.409,1
2004-02-01,14.159,1
2004-02-02,12.904,1
2004-02-03,12.082,1
2004-02-04,11.546,1
2004-02-05,10.449,1
2004-02-06,10.334,1
2004-02-07,9.026,1
2004-02-08,8.73,1
2004-02-09,7.998,1
2004-02-10,7.953,1
2004-02-11,7.671,1
2004-02-12,7.557,1
2004-02-13,7.261,1
2004-02-14,6.615,1
2004-02-15,6.484,1
2004-02-16,6.813,1
2004-02-17,5.811,1
2004-02-18,6.494,1
2004-02-19,6.022,1
2004-02-20,5.985,1
2004-02-21,5.811,1
2004-02-22,5.816,1
2004-02-23,5.198,1
2004-02-24,5.765,1
2004-02-25,4.189,1
2004-02-26,5.778,1
2004-02-27,4.8,1
2004-02-28,5.662,1
2004-02-29,5.366,1
2004-03-01,4.518,1
2004-03-02,5.679,1
2004-03-03,4.133,1
2004-03-04,9.97,1
2004-03-05,15.158,1
2004-03-06,18.58,1
2004-03-07,17.981,1
2004-03-08,14.976,1
2004-03-09,13.986,1
2004-03-10,15.679,1
2004-03-11,15.844,1
2004-03-12,18.279,1
2004-03-13,17.531,1
2004-03-14,14.491,1
2004-03-15,13.065,1
2004-03-16,12.177,1
2004-03-17,13.021,1
2004-03-18,12.911,1
2004-03-19,12.644,1
2004-03-20,12.073,1
2004-03-21,11.316,1
2004-03-22,10.864,1
2004-03-23,9.981,1
2004-03-24,9.75,1
2004-03-25,8.925,1
2004-03-26,8.581,1
2004-03-27,8.114,1
2004-03-28,7.093,1
2004-03-29,7.454,1
2004-03-30,7.918,1
2004-03-31,8.833,1
2004-04-01,10.163,1
2004-04-02,10.338,1
2004-04-03,9.313,1
2004-04-04,8.904,1
2004-04-05,8.7,1
2004-04-06,9.816,1
2004-04-07,9.742,1
2004-04-08,9.445,1
2004-04-09,8.74,1
2004-04-10,7.654,1
2004-04-11,7.56,1
2004-04-12,7.309,1
2004-04-13,6.651,1
2004-04-14,6.988,1
2004-04-15,7.178,1
2004-04-16,7.125,1
2004-04-17,6.906,1
2004-04-18,7.221,1
2004-04-19,7.785,1
2004-04-20,9.697,1
2004-04-21,11.938,1
2004-04-22,10.935,1
2004-04-23,9.189,1
2004-04-24,8.727,1
2004-04-25,8.496,1
2004-04-26,8.497,1
2004-04-27,8.714,1
2004-04-28,8.17,1
2004-04-29,8.164,1
2004-04-30,10.929,1
2004-05-01,9.861,1
2004-05-02,9.399,1
2004-05-03,9.961,1
2004-05-04,9.925,1
2004-05-05,12.633,1
2004-05-06,13.799,1
2004-05-07,13.51,1
2004-05-08,13.142,1
2004-05-09,13.485,1
2004-05-10,14.676,1
2004-05-11,15.054,1
2004-05-12,14.425,1
2004-05-13,14.544,1
2004-05-14,15.16,1
2004-05-15,14.293,1
2004-05-16,13.544,1
2004-05-17,13.24,1
2004-05-18,12.657,1
2004-05-19,11.967,1
2004-05-20,10.943,1
2004-05-21,10.308,1
2004-05-22,10.24,1
2004-05-23,8.837,1
2004-05-24,8.065,1
2004-05-25,8.142,1
2004-05-26,8.706,1
2004-05-27,7.192,1
2004-05-28,7.09,1
2004-05-29,6.906,1
2004-05-30,6.959,1
2004-05-31,6.438,1
2004-06-01,6.001,1
2004-06-02,5.409,1
2004-06-03,6.195,1
2004-06-04,5.517,1
2004-06-05,4.533,1
2004-06-06,5.461,1
2004-06-07,5.621,1
2004-06-08,5.725,1
2004-06-09,5.699,1
2004-06-10,5.974,1
2004-06-11,6.319,1
2004-06-12,5.32,1
2004-06-13,4.721,1
2004-06-14,4.936,1
2004-06-15,4.239,1
2004-06-16,4.854,1
2004-06-17,3.902,1
2004-06-18,3.814,1
2004-06-19,4.059,1
2004-06-20,4.128,1
2004-06-21,4.192,1
2004-06-22,3.804,1
2004-06-23,4.695,1
2004-06-24,3.978,1
2004-06-25,3.661,1
2004-06-26,3.312,1
2004-06-27,3.738,1
2004-06-28,2.627,1
2004-06-29,3.319,1
2004-06-30,3.316,1
2004-07-01,3.798,1
2004-07-02,2.718,1
2004-07-03,3.473,1
2004-07-04,3.01,1
2004-07-05,3.568,1
2004-07-06,2.624,1
2004-07-07,3.584,1
2004-07-08,3.846,1
2004-07-09,2.955,1
2004-07-10,3.1,1
2004-07-11,3.292,1
2004-07-12,2.943,1
2004-07-13,3.47,1
2004-07-14,2.632,1
2004-07-15,3.2,1
2004-07-16,2.084,1
2004-07-17,2.543,1
2004-07-18,2.789,1
2004-07-19,2.902,1
2004-07-20,3.136,1
2004-07-21,2.429,1
2004-07-22,2.874,1
2004-07-23,2.789,1
2004-07-24,1.802,1
2004-07-25,2.763,1
2004-07-26,2.353,1
2004-07-27,2.784,1
2004-07-28,1.878,1
2004-07-29,2.139,1
2004-07-30,2.261,1
2004-07-31,2.283,1
2004-08-01,2.389,1
2004-08-02,2.429,1
2004-08-03,1.898,1
2004-08-04,2.721,1
2004-08-05,2.366,1
2004-08-06,2.657,1
2004-08-07,2.414,1
2004-08-08,2.166,1
2004-08-09,2.322,1
2004-08-10,2.493,1
2004-08-11,2.572,1
2004-08-12,2.657,1
2004-08-13,2.394,1
2004-08-14,2.38,1
2004-08-15,2.628,1
2004-08-16,2.706,1
2004-08-17,1.86,1
2004-08-18,2.874,1
2004-08-19,2.181,1
2004-08-20,2.372,1
2004-08-21,2.557,1
2004-08-22,2.87,1
2004-08-23,2.457,1
2004-08-24,2.041,1
2004-08-25,1.636,1
2004-08-26,1.867,1
2004-08-27,2.14,1
2004-08-28,2.723,1
2004-08-29,2.355,1
2004-08-30,2.212,1
2004-08-31,1.846,1
2004-09-01,2.373,1
2004-09-02,1.547,1
2004-09-03,2.336,1
2004-09-04,1.789,1
2004-09-05,4.332,1
2004-09-06,4.717,1
2004-09-07,5.404,1
2004-09-08,4.283,1
2004-09-09,4.002,1
2004-09-10,3.676,1
2004-09-11,2.944,1
2004-09-12,3.011,1
2004-09-13,2.387,1
2004-09-14,2.268,1
2004-09-15,2.034,1
2004-09-16,3.337,1
2004-09-17,2.527,1
2004-09-18,2.304,1
2004-09-19,2.536,1
2004-09-20,2.474,1
2004-09-21,2.687,1
2004-09-22,2.195,1
2004-09-23,2.283,1
2004-09-24,2.195,1
2004-09-25,2.726,1
2004-09-26,2.835,1
2004-09-27,2.495,1
2004-09-28,2.548,1
2004-09-29,2.332,1
2004-09-30,2.68,1
2004-10-01,1.095,1
2004-10-02,2.591,1
2004-10-03,2.223,1
2004-10-04,1.418,1
2004-10-05,3.505,1
2004-10-06,2.409,1
2004-10-07,2.146,1
2004-10-08,2.116,1
2004-10-09,2.6,1
2004-10-10,2.644,1
2004-10-11,3.769,1
2004-10-12,4.628,1
2004-10-13,3.845,1
2004-10-14,2.815,1
2004-10-15,3.608,1
2004-10-16,3.893,1
2004-10-17,7.851,1
2004-10-18,7.755,1
2004-10-19,11.664,1
2004-10-20,17.171,1
2004-10-21,16.71,1
2004-10-22,11.754,1
2004-10-23,7.943,1
2004-10-24,7.01,1
2004-10-25,5.764,1
2004-10-26,5.217,1
2004-10-27,5.048,1
2004-10-28,4.881,1
2004-10-29,5.396,1
2004-10-30,5.019,1
2004-10-31,7.499,1
2004-11-01,12.199,1
2004-11-02,10.682,1
2004-11-03,9.078,1
2004-11-04,12.33,1
2004-11-05,11.712,1
2004-11-06,9.872,1
2004-11-07,8.598,1
2004-11-08,6.786,1
2004-11-09,7.366,1
2004-11-10,8.762,1
2004-11-11,17.564,1
2004-11-12,19.58,1
2004-11-13,16.212,1
2004-11-14,14.595,1
2004-11-15,12.281,1
2004-11-16,11.118,1
2004-11-17,9.938,1
2004-11-18,9.131,1
2004-11-19,9.162,1
2004-11-20,8.79,1
2004-11-21,7.862,1
2004-11-22,7.803,1
2004-11-23,7.176,1
2004-11-24,6.886,1
2004-11-25,6.651,1
2004-11-26,6.231,1
2004-11-27,5.712,1
2004-11-28,5.857,1
2004-11-29,6.147,1
2004-11-30,5.734,1
2004-12-01,7.188,1
2004-12-02,8.623,1
2004-12-03,9.376,1
2004-12-04,8.105,1
2004-12-05,7.725,1
2004-12-06,7.067,1
2004-12-07,6.177,1
2004-12-08,6.482,1
2004-12-09,6.002,1
2004-12-10,5.98,1
2004-12-11,5.345,1
2004-12-12,5.646,1
2004-12-13,5.154,1
2004-12-14,4.21,1
2004-12-15,5.309,1
2004-12-16,3.987,1
2004-12-17,5.051,1
2004-12-18,6.802,1
2004-12-19,7.799,1
2004-12-20,7.309,1
2004-12-21,7.347,1
2004-12-22,7.525,1
2004-12-23,6.374,1
2004-12-24,7.111,1
2004-12-25,6.833,1
2004-12-26,6.953,1
2004-12-27,6.843,1
2004-12-28,11.563,1
2004-12-29,14.676,1
2004-12-30,13.048,1
2004-12-31,13.65,1
2005-01-01,12.809,1
2005-01-02,12.481,1
2005-01-03,12.949,1
2005-01-04,11.721,1
2005-01-05,11.11,1
2005-01-06,9.995,1
2005-01-07,9.615,1
2005-01-08,9.375,1
2005-01-09,8.478,1
2005-01-10,8.515,1
2005-01-11,8.474,1
2005-01-12,9.395,1
2005-01-13,14.11,1
2005-01-14,17.714,1
2005-01-15,16.721,1
2005-01-16,14.077,1
2005-01-17,12.506,1
2005-01-18,11.461,1
2005-01-19,10.14,1
2005-01-20,12.059,1
2005-01-21,11.718,1
2005-01-22,10.246,1
2005-01-23,9.329,1
2005-01-24,9.264,1
2005-01-25,8.269,1
2005-01-26,7.872,1
2005-01-27,7.646,1
2005-01-28,7.686,1
2005-01-29,8.187,1
2005-01-30,7.881,1
2005-01-31,7.201,1
2005-02-01,7.73,1
2005-02-02,7.442,1
2005-02-03,8.276,1
2005-02-04,7.955,1
2005-02-05,7.814,1
2005-02-06,7.121,1
2005-02-07,6.927,1
2005-02-08,6.962,1
2005-02-09,6.602,1
2005-02-10,5.971,1
2005-02-11,6.343,1
2005-02-12,6.296,1
2005-02-13,7.085,1
2005-02-14,7.329,1
2005-02-15,7.876,1
2005-02-16,7.183,1
2005-02-17,6.814,1
2005-02-18,6.479,1
2005-02-19,6.378,1
2005-02-20,6.414,1
2005-02-21,6.924,1
2005-02-22,8.59,1
2005-02-23,8.36,1
2005-02-24,7.407,1
2005-02-25,6.976,1
2005-02-26,6.836,1
2005-02-27,6.44,1
2005-02-28,6.749,1
2005-03-01,5.963,1
2005-03-02,5.653,1
2005-03-03,6.599,1
2005-03-04,6.136,1
2005-03-05,5.484,1
2005-03-06,7.324,1
2005-03-07,7.001,1
2005-03-08,7.368,1
2005-03-09,7.223,1
2005-03-10,7.347,1
2005-03-11,8.318,1
2005-03-12,9.606,1
2005-03-13,10.786,1
2005-03-14,14.79,1
2005-03-15,19.297,1
2005-03-16,21.348,1
2005-03-17,24.622,1
2005-03-18,25.555,1
2005-03-19,25.381,1
2005-03-20,26.411,1
2005-03-21,34.516,1
2005-03-22,33.572,1
2005-03-23,26.373,1
2005-03-24,25.335,1
2005-03-25,24.12,1
2005-03-26,24.395,1
2005-03-27,22.98,1
2005-03-28,23.575,1
2005-03-29,20.944,1
